Chromosome	Genomic Position Start	Genomic Position End	MIM Number	Gene/Locus And Other Related Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Phenotypes	moi
chr8	18386301	18401218	612182	NAT2, AAC2	Arylamine N-acetyltransferase-2	NAT2	10	ENSG00000156006	[Acetylation, slow], 243400 (3), Autosomal recessive	AR
chr8	19200001	29000000	603013	SCZD6	Schizophrenia susceptibility locus, chromosome 8p-related		8400		{Schizophrenia}, 181500 (2), Autosomal dominant	AD
chr8	19404161	19757908	616615	CSGALNACT1, SDJLABA	Chondroitin sulfate N-acetylgalactosaminyltransferase 1	CSGALNACT1	55790	ENSG00000147408	Skeletal dysplasia, mild, with joint laxity and advanced bone age, 618870 (3), Autosomal recessive	AR
chr8	19939253	19967259	609708	LPL, LIPD, HDLCQ11	Lipoprotein lipase	LPL	4023	ENSG00000175445	Lipoprotein lipase deficiency, 238600 (3), Autosomal recessive	AR
chr8	20197381	20221696	606939	ATP6V1B2, ATP6B2, VPP3, DOOD, ZLS2	ATPase, H+ transporting, V1 subunit B2	ATP6V1B2	526	ENSG00000147416	Zimmermann-Laband syndrome 2, 616455 (3), Autosomal dominant	AD
chr8	22039672	22048809	603725	FGF17, HH20	Fibroblast growth factor 17	FGF17	8822	ENSG00000158815	Hypogonadotropic hypogonadism 20 with or without anosmia, 615270 (3), Autosomal dominant	AD
chr8	22114419	22131052	602302	HR, AU, MUHH1	HR lysine demethylase and nuclear receptor corepressor	HR	55806	ENSG00000168453	Atrichia with papular lesions, 209500 (3), Autosomal recessive	AR
chr8	22130458	22131010	619257	HRURF, U2HR	HR upstream open reading frame, U2HR	HRURF	120766137	ENSG00000288677	Hypotrichosis 4, 146550 (3), Autosomal dominant	AD
chr8	22146830	22156806	608302	LGI3, IDDMDS	Leucine-rich gene, glioma-inactivated, 3	LGI3	203190	ENSG00000168481	Intellectual developmental disorder with muscle tone abnormalities and distal skeletal defects, 620007 (3), Autosomal recessive	AR
chr8	22157383	22164479	178620	SFTPC, SFTP2, SMDP2	Surfactant, pulmonary-associated protein C (pulmonary surfactant apoprotein-2, SP-C)	SFTPC	6440	ENSG00000168484	Surfactant metabolism dysfunction, pulmonary, 2, 610913 (3), Autosomal dominant	AD
chr8	22165372	22212326	112264	BMP1, OI13	Bone morphogenetic protein-1	BMP1	649	ENSG00000168487	Osteogenesis imperfecta, type XIII, 614856 (3), Autosomal recessive	AR
chr8	22367278	22434129	608736	SLC39A14, ZIP14, KIAA0062, HMNDYT2, HCIN	Solute carrier family 39 (zinc transporter), member 14	SLC39A14	23516	ENSG00000104635	?Hyperostosis cranalis interna, 144755 (3), Autosomal dominant	AD
chr8	22950813	23020199	607352	RHOBTB2, DBC2, KIAA0717, DEE64	Rho-related BTB domain-containing protein 2	RHOBTB2	23221	ENSG00000008853	Developmental and epileptic encephalopathy 64, 618004 (3), Autosomal dominant	AD
chr8	23020133	23069031	603612	TNFRSF10B, DR5, TRAILR2	Tumor necrosis factor receptor superfamily, member 10B	TNFRSF10B	8795	ENSG00000120889	Squamous cell carcinoma, head and neck, 275355 (3), Autosomal recessive	AR
chr8	24950955	24956612	162280	NEFL, CMT2E, CMT1F, CMTDIG	Neurofilament, light polypeptide	NEFL	4747	ENSG00000277586	Charcot-Marie-Tooth disease, type 1F, 607734 (3), Autosomal recessive, Autosomal dominant	AD/AR
chr8	25419258	25425040	152760	GNRH1, LNRH, HH12	Gonadotropin-releasing hormone-1 (luteinizing-releasing hormone)	GNRH1	2796	ENSG00000147437	?Hypogonadotropic hypogonadism 12 with or without anosmia, 614841 (3), Autosomal recessive	AR
chr8	27459756	27479261	118502	CHRNA2	Cholinergic receptor, nicotinic, alpha polypeptide-2	CHRNA2	1135	ENSG00000120903	Epilepsy, nocturnal frontal lobe, type 4, 610353 (3), Autosomal dominant	AD
chr8	27491143	27548626	132811	EPHX2	Epoxide hydrolase 2, cytoplasmic	EPHX2	2053	ENSG00000120915	{Hypercholesterolemia, familial, due to LDLR defect, modifier of}, 143890 (3), Autosomal recessive, Autosomal dominant	AD/AR
chr8	27500001	72000000	611945	SPG37	Spastic paraplegia 37		100049159		Spastic paraplegia 37, autosomal dominant, 611945 (2), Autosomal dominant	AD
chr8	27771974	27819660	609353	ESCO2, RBS, JHS	Establishment of sister chromatid cohesion N-acetyltransferase 2	ESCO2	157570	ENSG00000171320	Juberg-Hayward syndrome, 216100 (3), Autosomal recessive	AR
chr8	28607736	28755599	605744	EXTL3, EXTR1, ISDNA	Exostosin-like 3	EXTL3	2137	ENSG00000012232	Immunoskeletal dysplasia with neurodevelopmental abnormalities, 617425 (3), Autosomal recessive	AR
chr8	30578318	30658236	189964	GTF2E2, TTD6	General transcription factor IIE, polypeptide 2, beta subunit, 34kD	GTF2E2	2961	ENSG00000197265	Trichothiodystrophy 6, nonphotosensitive, 616943 (3), Autosomal recessive	AR
chr8	30678066	30727846	138300	GSR, GSRD	Glutathione reductase	GSR	2936	ENSG00000104687	Hemolytic anemia due to glutathione reductase deficiency, 618660 (3), Autosomal recessive	AR
chr8	30831544	30913008	605795	TEX15, SPGF25	Testis-expressed gene 15	TEX15	56154	ENSG00000133863	Spermatogenic failure 25, 617960 (3), Autosomal recessive	AR
chr8	31033810	31176138	604611	RECQL2, RECQ3, WRN	DNA helicase, RecQ-like 2	WRN	7486	ENSG00000165392	Werner syndrome, 277700 (3), Autosomal recessive	AR
chr8	33498722	33513135	614426	TTI2, C8orf41, MRT39	TELO2-interacting protein 2	TTI2	80185	ENSG00000129696	Intellectual developmental disorder, autosomal recessive 39, 615541 (3), Autosomal recessive	AR
chr8	36784374	36936125	615215	KCNU1, SLO3, SPGF79	Potassium channel, subfamily U, member 1	KCNU1	157855	ENSG00000215262	Spermatogenic failure 79, 620196 (3), Autosomal recessive	AR
chr8	37736634	37758422	611605	ERLIN2, SPFH2, C8orf2, SPG18A, SPG18B	Endoplasmic reticulum lipid raft-associated protein 2	ERLIN2	11160	ENSG00000147475	Spastic paraplegia 18A, autosomal dominant, 620512 (3), Autosomal dominant	AD
chr8	37762546	37779768	604436	PLPBP, PROSC, EPVB6D, EPEO1	Pyridoxal phosphate-binding protein	PLPBP	11212	ENSG00000147471	Epilepsy, early-onset, 1, vitamin B6-dependent, 617290 (3), Autosomal recessive	AR
chr8	37962990	37966599	109691	ADRB3	Adrenergic, beta-3-, receptor	ADRB3	155	ENSG00000188778	{Obesity, susceptibility to}, 601665 (3), Autosomal recessive, Multifactorial, Autosomal dominant	AD/AR
chr8	38142700	38150952	600617	STAR	Steroidogenic acute regulatory protein	STAR	6770	ENSG00000147465	Lipoid adrenal hyperplasia, 201710 (3), Autosomal recessive	AR
chr8	38231585	38273647	615003	DDHD2, KIAA0725, SPG54	DDHD domain-containing protein 2	DDHD2	23259	ENSG00000085788	Spastic paraplegia 54, autosomal recessive, 615033 (3), Autosomal recessive	AR
chr8	38411143	38468635	136350	FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL	Fibroblast growth factor receptor-1 (fms-related tyrosine kinase-2)	FGFR1	2260	ENSG00000077782	Pfeiffer syndrome, 101600 (3), Autosomal dominant	AD
chr8	38996973	39105261	602713	ADAM9, MDC9, MCMP, CORD9	ADAM metallopeptidase domain 9	ADAM9	8754	ENSG00000168615	Cone-rod dystrophy 9, 612775 (3), Autosomal recessive	AR
chr8	41653225	41896741	612641	ANK1, SPH1	Ankyrin-1, erythrocytic	ANK1	286	ENSG00000029534	Spherocytosis, type 1, 182900 (3), Autosomal recessive, Autosomal dominant	AD/AR
chr8	41929479	42051987	601408	KAT6A, MYST3, MOZ, ZNF220, ARTHS	K(lysine) acetyltransferase 6A	KAT6A	7994	ENSG00000083168	Arboleda-Tham syndrome, 616268 (3), Autosomal dominant	AD
chr8	42271302	42332460	603258	IKBKB, NFKBIKB, IMD15B, IMD15A	Inhibitor of nuclear factor kappa-B kinase, subunit beta	IKBKB	3551	ENSG00000104365	Immunodeficiency 15B, 615592 (3), Autosomal recessive	AR
chr8	42416475	42541954	158378	SLC20A2, MLVAR, GLVR2, IBGC1, IBGC2	Solute carrier family 20, phosphate transporter, member 2	SLC20A2	6575	ENSG00000168575	Basal ganglia calcification, idiopathic, 1, 213600 (3), Autosomal dominant	AD
chr8	42836674	42843325	609520	THAP1, DYT6	THAP domain-containing protein 1	THAP1	55145	ENSG00000131931	Dystonia 6, torsion, 602629 (3), Autosomal dominant	AD
chr8	42849637	42897299	614649	RNF170, SNAX1, SPG85	RING finger protein 170	RNF170	81790	ENSG00000120925	Ataxia, sensory, 1, autosomal dominant, 608984 (3), Autosomal dominant	AD
chr8	43093515	43123434	615247	POMK, SGK196, MDDGA12, MDDGC12	Protein-O-mannose kinase	POMK	84197	ENSG00000185900	?Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 12, 616094 (3), Autosomal recessive	AR
chr8	43140464	43202855	610453	HGSNAT, TMEM76, MPS3C, RP73	Heparan-alpha-glucosaminide N-acetyltransferase	HGSNAT	138050	ENSG00000165102	Mucopolysaccharidosis type IIIC (Sanfilippo C), 252930 (3), Autosomal recessive	AR
chr8	45200001	145138636	600668	CCAL1	Chondrocalcinosis 1		882		Chondrocalcinosis with early-onset osteoarthritis, 600668 (2), Autosomal dominant	AD
chr8	45200001	72000000	128700	PAFC	Preauricular fistulae, congenital		404715		?Preauricular fistulae, congenital, 128700 (2), Autosomal dominant	AD
chr8	47200001	69600000	609197	GCCD3, FGD3, GCCD2	Glucocorticoid deficiency 3		619477		Glucocorticoid deficiency 3, 609197 (2), Autosomal recessive	AR
chr8	47260878	47736306	615384	SPIDR, KIAA0146, ODG9	Scaffolding protein involved in DNA repair	SPIDR	23514	ENSG00000164808	Ovarian dysgenesis 9, 619665 (3), Autosomal recessive	AR
chr8	47773111	47960136	600899	PRKDC, HYRC1, DNPK1, IMD26	Protein kinase, DNA-activated, catalytic polypeptide (hyperradiosensitivity of murine SCID mutation, complementing-1)	PRKDC	5591	ENSG00000253729	Immunodeficiency 26, with or without neurologic abnormalities, 615966 (3), Autosomal recessive	AR
chr8	47960941	47978160	602638	MCM4, NKGCD, NKCD, IMD54	Minichromosome maintenance complex component 4	MCM4	4173	ENSG00000104738	Immunodeficiency 54, 609981 (3), Autosomal recessive	AR
chr8	48710789	48735311	619564	CLXN, EFCAB1, CILD53	Calaxin	CLXN	79645	ENSG00000034239	Ciliary dyskinesia, primary, 53, 620642 (3), Autosomal recessive	AR
chr8	54457935	54460892	610928	SOX17, VUR3	SRY-box 17	SOX17	64321	ENSG00000164736	Vesicoureteral reflux 3, 613674 (3), Autosomal dominant	AD
chr8	54559185	54871234	603937	RP1, ORP1	RP1 axonemal microtubule-associated protein	RP1	6101	ENSG00000104237	Retinitis pigmentosa 1, 180100 (3), Autosomal recessive, Autosomal dominant	AD/AR
chr8	55879835	56014169	165120	LYN, SAIDV	LYN protooncogene, SRC family tyrosine kinase	LYN	4067	ENSG00000254087	Autoinflammatory disease, systemic, with vasculitis, 620376 (3), Autosomal dominant	AD
chr8	56112942	56113982	190060	MOS, MSV, OZEMA20	MOS protooncogene, serine/threonine kinase	MOS	4342	ENSG00000172680	Oocyte/zygote/embryo maturation arrest 20, 620383 (3), Autosomal recessive	AR
chr8	56957931	56993867	614010	IMPAD1, GPAPP, IMPA3	Inositol monophosphatase domain-containing protein 1	BPNT2	54928	ENSG00000104331	Chondrodysplasia with joint dislocations, GPAPP type, 614078 (3), Autosomal recessive	AR
chr8	60185412	60281400	114815	CA8, CALS, CARP, CAMRQ3	Carbonic anhydrase VIII	CA8	767	ENSG00000178538	Cerebellar ataxia, impaired intellectual development and dysequilibrium syndrome 3, 613227 (3), Autosomal recessive	AR
chr8	60600001	85900000	600257	DEL8q12q21, C8DELq12q21	Bor-Duane hydrocephalus contiguous gene syndrome (chromosome 8q12.1-q21.2 deletion syndrome)		NA		Bor-Duane hydrocephalus contiguous gene syndrome, 600257 (4), Autosomal dominant	AD
chr8	60600001	85900000	123155	HDCPH1	Hydrocephalus, autosomal dominant		NA		?Hydrocephalus, autosomal dominant, 123155 (2), Autosomal dominant	AD
chr8	60678740	60868028	608892	CHD7, HH5	Chromodomain helicase DNA binding protein 7	CHD7	55636	ENSG00000171316	Hypogonadotropic hypogonadism 5 with or without anosmia, 612370 (3), Autosomal dominant	AD
chr8	61500556	61714592	600582	ASPH, HAAH, FDLAB	Aspartate beta-hydroxylase (junctin; junctate)	ASPH	444	ENSG00000198363	Traboulsi syndrome, 601552 (3), Autosomal recessive	AR
chr8	63058409	63086053	600415	TTPA, TTP1, AVED	Tocopherol, alpha, transfer protein	TTPA	7274	ENSG00000137561	Ataxia with isolated vitamin E deficiency, 277460 (3), Autosomal recessive	AR
chr8	64586575	64798737	603711	CYP7B1, CBAS3, SPG5A	Cytochrome P450, subfamily VIIB (oxysterol 7-alpha-hydroxylase), polypeptide 1	CYP7B1	9420	ENSG00000172817	Spastic paraplegia 5A, autosomal recessive, 270800 (3), Autosomal recessive	AR
chr8	65100001	116700000	607731	CMT2H	Charcot-Marie-Tooth disease, axonal, type 2H		619496		Charcot-Marie-Tooth disease, axonal, type 2H, 607731 (2), Autosomal recessive	AR
chr8	65100001	72000000	600383	DEL8q13, C8DELq13	Mesomelia-synostoses syndrome (Chromosome 8q13 deletion syndrome)		NA		Mesomelia-synostoses syndrome, 600383 (4), Autosomal dominant	AD
chr8	65100001	72000000	126800	DURS1, DUS	Duane retraction syndrome 1		10674		Duane retraction syndrome 1, 126800 (2), Autosomal dominant	AD
chr8	65100001	92300000	121210	FEB1	Febrile seizures, familial, 1		2233		Febrile seizures, familial, 1, 121210 (2), Autosomal dominant	AD
chr8	67064368	67196614	611654	CSPP1, CSPP, JBTS21	Centrosome spindle pole-associated protein 1	CSPP1	79848	ENSG00000104218	Joubert syndrome 21, 615636 (3), Autosomal recessive	AR
chr8	67173511	67343781	604141	ARFGEF1, ARFGEP1, BIG1, P200, DEDISB	ADP-ribosylation factor guanine nucleotide exchange factor 1	ARFGEF1	10565	ENSG00000066777	Developmental delay, impaired speech, and behavioral abnormalities, with or without seizures, 619964 (3), Autosomal dominant	AD
chr8	67422038	67746360	609562	CPA6, CPAH, ETL5, FEB11	Carboxypeptidase A6	CPA6	57094	ENSG00000165078	Febrile seizures, familial, 11, 614418 (3), Autosomal recessive	AR
chr8	71197433	71548094	601653	EYA1, BOR, BOS1, OFC1	Eyes absent, Drosophila, homolog of, 1	EYA1	2138	ENSG00000104313	Branchiootic syndrome 1, 602588 (3), Autosomal dominant	AD
chr8	72000001	74600000	614230	DEL8q21.11, C8DELq21.11	Chromosome 8q21.11 deletion syndrome		NA		Chromosome 8q21.11 deletion syndrome, 614230 (4), Autosomal dominant, Isolated cases	AD
chr8	72000001	105100000	258500	OPA6	Optic atrophy 6		777778		Optic atrophy 6, 258500 (2), Autosomal recessive	AR
chr8	72021250	72090010	604775	TRPA1, ANKTM1, FEPS1	Transient receptor potential cation channel, subfamily A, member 1	TRPA1	8989	ENSG00000104321	?Episodic pain syndrome, familial, 1, 615040 (3), Autosomal dominant	AD
chr8	73976195	73982783	612418	TMEM70, MC5DN2	Transmembrane protein 70	TMEM70	54968	ENSG00000175606	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 2, 614052 (3), Autosomal recessive	AR
chr8	74234700	74321540	605266	JPH1, JP1, CMT2K	Junctophilin 1	JPH1	56704	ENSG00000104369	?Charcot-Marie-Tooth disease, axonal, autosomal dominant, type 2K, 607831 (3), Autosomal recessive, Autosomal dominant	AD/AR
chr8	74350403	74488872	606598	GDAP1, CMT4A, CMT2K, CMTRIA	Ganglioside-induced differentiation-associated protein 1	GDAP1	54332	ENSG00000104381	Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, 607706 (3), Autosomal recessive	AR
chr8	76681247	76867281	606940	ZFHX4, ZFH4	Zinc finger homeobox 4	ZFHX4	79776	ENSG00000091656	?Ptosis, congenital, 178300 (2), Autosomal dominant	AD
chr8	76980258	77001044	170993	PEX2, PAF1, PMP35, PBD5A, PBD5B, PXMP3	Peroxisome biogenesis factor 2	PEX2	5828	ENSG00000164751	Peroxisome biogenesis disorder 5A (Zellweger), 614866 (3), Autosomal recessive	AR
chr8	78675044	78805463	146660	IL7	Interleukin-7	IL7	3574	ENSG00000104432	{?Epidermodysplasia verruciformis, susceptibility to, 5}, 618309 (3), Autosomal recessive	AR
chr8	79918717	80030259	611990	MRPS28, MRPS35, COXPD47	Mitochondrial ribosomal protein S28	MRPS28	28957	ENSG00000147586	?Combined oxidative phosphorylation deficiency 47, 618958 (3), Autosomal recessive	AR
chr8	81440326	81447439	170715	PMP2, CMT1G	Peripheral myelin protein-2	PMP2	5375	ENSG00000147588	Charcot-Marie-Tooth disease, demyelinating, type 1G, 618279 (3), Autosomal dominant	AD
chr8	81656914	81686325	602064	IMPA1, MRT59	Inositol(myo)-1(or 4)-monophosphatase-1	IMPA1	3612	ENSG00000133731	Intellectual developmental disorder, autosomal recessive 59, 617323 (3), Autosomal recessive	AR
chr8	85464007	85481493	611492	CA2	Carbonic anhydrase II	CA2	760	ENSG00000104267	Osteopetrosis, autosomal recessive 3, with renal tubular acidosis, 259730 (3), Autosomal recessive	AR
chr8	86574179	86743634	605080	CNGB3, ACHM3, ACHM1	Cyclic nucleotide-gated channel, beta-3	CNGB3	54714	ENSG00000170289	Achromatopsia 3, 262300 (3), Autosomal recessive	AR
chr8	91070344	91087093	612021	OTUD6B, DUBA5, IDDFSDA	OTU domain-containing protein 6B	OTUD6B	51633	ENSG00000155100	Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies, 617452 (3), Autosomal recessive	AR
chr8	92300001	105100000	619553	DFNB118	Deafness, autosomal recessive 118, with cochlear aplasia		NA		Deafness, autosomal recessive 118, with cochlear aplasia, 619553 (4), Autosomal recessive	AR
chr8	92300001	97900000	151200	DUP8q22.1, C8DUPq22.1	Chromosome 8q22.1 duplication syndrome (Leri pleonosteosis)		NA		Leri pleonosteosis chromosome duplication syndrome, 151200 (4), Autosomal dominant	AD
chr8	92300001	105100000	145701	HTC1	Hypertrichosis universalis congenita, Ambras type		3341		?Hypertrichosis universalis congenita, Ambras type, 145701 (2), Autosomal dominant	AD
chr8	92300001	97900000	608156	NMLFS, DEL8q22.1, C8DELq22.1	Nablus mask-like facial syndrome (chromosome 8q22.1 deletion syndrome)		NA		Nablus mask-like facial syndrome, 608156 (4), Autosomal dominant	AD
chr8	93700550	93731527	617273	FAM92A, FAM92A1, PAPA9	Family with sequence similarity 92, member A	CIBAR1	137392	ENSG00000188343	?Polydactyly, postaxial, type A9, 618219 (3), Autosomal recessive	AR
chr8	93754844	93832653	609884	TMEM67, MKS3, JBTS6, NPHP11	Transmembrane protein 67 (meckelin)	TMEM67	91147	ENSG00000164953	Nephronophthisis 11, 613550 (3), Autosomal recessive	AR
chr8	93916923	93926068	605993	PDP1, PPM2C, PDPC	Pyruvate dehydrogenase phosphatase catalytic subunit 1	PDP1	54704	ENSG00000164951	Pyruvate dehydrogenase phosphatase deficiency, 608782 (3), Autosomal recessive	AR
chr8	94641174	94707466	612959	ESRP1, RMB35A, DFNB109	Epithelial splicing regulatory protein 1	ESRP1	54845	ENSG00000104413	?Deafness, autosomal recessive 109, 618013 (3), Autosomal recessive	AR
chr8	94823287	94881746	611351	INTS8, INT8, NEDCHS	Integrator complex subunit 8	INTS8	55656	ENSG00000164941	?Neurodevelopmental disorder with cerebellar hypoplasia and spasticity, 618572 (3), Autosomal recessive	AR
chr8	94895799	95118496	612392	NDUFAF6, C8orf38, MC1DN17, FRTS5	NADH-ubiquinone oxidoreductase complex assembly factor 6	NDUFAF6	137682	ENSG00000156170	Mitochondrial complex I deficiency, nuclear type 17, 618239 (3), Autosomal recessive	AR
chr8	95244913	95269201	614477	CFAP418, C8orf37, CORD16, RP64, BBS21	Cilia- and flagella-associated protein 418	CFAP418	157657	ENSG00000156172	Retinitis pigmentosa 64, 614500 (3), Autosomal recessive	AR
chr8	96142333	96160806	601147	GDF6, MCOP4, KFS1, MCOPCB6, LCA17, SYNS4	Growth/differentiation factor 6	GDF6	392255	ENSG00000156466	Microphthalmia with coloboma 6, digenic, 613703 (3), Autosomal dominant	AD
chr8	96222947	96235545	191330	UQCRB, UQBP, QPC, MC3DN3	Ubiquinol-cytochrome c reductase binding protein	UQCRB	7381	ENSG00000156467	Mitochondrial complex III deficiency, nuclear type 3, 615158 (3), Autosomal recessive	AR
chr8	96261902	96336995	612792	PTDSS1, PSS1, KIAA0024, LMHD	Phosphatidylserine synthase 1	PTDSS1	9791	ENSG00000156471	Lenz-Majewski hyperostotic dwarfism, 151050 (3), Autosomal dominant	AD
chr8	98117293	98159835	602486	POP1, ANXD2	POP1 homolog, ribonuclease P/MRP subunit	POP1	10940	ENSG00000104356	Anauxetic dysplasia 2, 617396 (3), Autosomal recessive	AR
chr8	99013274	99877580	607817	VPS13B, KIAA0532, COH1	Vacuolar protein sorting 12 homolog B	VPS13B	157680	ENSG00000132549	Cohen syndrome, 216550 (3), Autosomal recessive	AR
chr8	100133351	100150569	609110	FBXO43, EMI2, ERP1, FBX43, SPGF64, OZEMA12	F-box only protein 43	FBXO43	286151	ENSG00000156509	Spermatogenic failure 64, 619696 (3), Autosomal recessive	AR
